CountryID,Country Name,Currency,Average Exchange Rate,Year Exchanged,Indicator Name,Amount,USD,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1994,Exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1994,Imports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1994,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1994,Manufacturing (ISIC D),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1994,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1994,"Transport, storage and communication (ISIC I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1995,Exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1995,Imports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1995,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1995,Manufacturing (ISIC D),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1995,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1995,"Transport, storage and communication (ISIC I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1996,Exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1996,Imports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1996,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1996,Manufacturing (ISIC D),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1996,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
